78,05;11;1571,5;355,0000;7.070,0000;-471.626,7939;-207.880,0437;65.000,8154;52,71;771,4439;435.735,3843;752.440,3418;-440.441,7103;240.453,3882;361.884,4507;1.047.864,1963;-149.751,5302;340.963,8228;2.299.371,6343;0,49;0,88;1.823.178,3028;1.067.895,9772;1.651.885,3419;1.913.675,0344;2.342.231,5939;-566.098,5032;269,58;175.317,9281;200.480,5200;742.098,3225;2.269.455,2104;-579.406,3337;-565.573,5296;202,13;322,59;2.450.601,2264;878.510,3618;1.050.330,3428;1.027.506,1279
78,1;11;1572,5;137,0000;499,0000;2.308.637,8733;1.657.563,5060;2.111.239,6188;109,21;1.034.823,4848;1.806.809,8113;-570.709,9403;-990.909,2782;-145.692,5995;2.219.306,0352;852.041,4833;-48.477,7866;2.074.261,2447;2.230.899,6146;0,52;0,07;-918.911,6696;1.030.729,2562;1.883.928,5826;875.303,6967;171.469,6860;1.165.685,5069;310,89;57.790,1342;335.865,1211;-471.295,5603;-218.766,0590;2.102.508,5795;-485.189,6759;146,19;260,82;-337.978,5503;-332.019,7856;2.129.047,0775;1.423.271,2223
78,15;11;1573,5;320,0000;4.891,0000;715.556,1444;1.013.107,6741;1.871.012,6227;191,55;2.307.177,6424;707,7620;1.392.439,5587;2.136.982,5983;998.216,8621;537.512,3215;865.055,5735;-948.137,4645;-11.054,6603;1.506.102,0567;0,40;0,24;241.488,9208;2.496.423,4284;-596.894,9808;-557.427,1980;1.751.934,0897;-562.859,5721;48,27;1.740.336,2339;1.138.206,1294;1.620.926,0307;1.419.027,1126;2.192.080,6587;-441.677,6845;195,96;220,30;-315.062,5539;1.101.824,5284;752.830,5829;952.399,2515
78,2;11;1574,5;200,0000;1.112,0000;-487.217,3348;196.468,7201;1.293.635,3122;193,23;1.420.763,2558;-91.984,0125;832.626,4257;815.884,4797;-897.344,5137;-476.091,5045;2.038.109,6648;2.219.239,5806;1.292.765,9908;806.293,6831;0,97;0,11;102.030,6456;952.010,8467;2.203.207,0615;1.904.878,6398;95.735,1744;131.555,9650;315,12;1.501.957,0343;1.216.512,0080;-532.382,1532;-192.638,9626;2.126.186,4220;1.230.544,2512;17,65;53,72;2.376.480,4912;-183.478,9264;2.289.741,2102;134.852,9933
78,25;11;1575,5;95,0000;7.203,0000;2.275.437,0497;169.091,0258;1.765.365,3093;68,08;2.443.493,2781;-547.800,6147;-421.808,7429;1.664.044,2814;714.323,3482;2.328.334,7249;1.277.176,2850;-450.737,3946;2.445.912,2422;1.270.373,7714;0,38;0,75;2.365.058,5791;-574.436,8543;1.659.427,4088;202.619,5357;1.428.777,4011;952.692,4124;76,51;1.753.442,0151;-249.232,6546;1.960.936,9908;1.244.566,0552;802.277,3940;1.719.434,1487;103,36;292,54;1.478.041,2452;791.039,1527;1.314.065,9664;2.098.751,5871
78,3;11;1576,5;294,0000;5.927,0000;-990.613,0997;-28.807,9403;-252.703,8247;60,29;433.960,5188;466.002,1765;115.792,1252;2.460.140,5450;-454.600,3537;-530.186,4627;-994.575,9303;-318.353,5508;39.219,6447;2.216.073,1489;0,93;0,76;1.373.194,8629;727.685,7705;1.959.062,8546;-274.049,2974;-167.534,4922;1.810.327,6803;359,15;-995.994,3750;1.617.898,8827;1.514.947,0893;-439.966,3095;1.418.121,1396;2.317.912,2248;27,58;249,34;1.087.722,9842;1.838.283,3190;1.904.513,9113;-41.457,2169
78,35;11;1577,5;212,0000;151,0000;1.777.351,3386;-330.647,0677;-622.452,2717;311,22;1.130.002,7689;2.396.737,6698;651.251,7773;-473.728,9462;305.992,2615;317.347,5526;-681.093,2835;1.803.870,3022;472.914,5170;1.375.272,0424;0,38;0,62;892.994,7236;1.320.710,2228;685.212,0161;1.006.420,2254;925.945,3293;-438.583,3571;25,95;1.715.736,3566;2.495.433,1731;1.120.343,9446;1.437.099,3904;-791.341,2670;2.374.472,3467;203,98;345,19;-905.426,5278;1.992.239,7991;885.316,4661;1.703.511,6169
78,4;11;1578,5;102,0000;4.567,0000;-721.154,6867;-546.273,8875;1.475.536,2871;223,32;1.755.526,7759;1.943.583,0416;1.296.057,7335;1.975.431,2516;1.502.249,3472;-753.537,8336;1.552.177,2942;1.662.941,8272;926.830,9491;1.826.609,3069;0,25;0,00;562.058,6035;442.980,0908;57.013,6603;974.729,0696;630.337,3582;657.870,8708;193,24;-130.388,1471;594.031,6108;2.361.342,6236;-417.057,9886;-982.317,7273;-305.375,0928;217,51;97,13;2.263.347,9015;1.376.629,2592;1.867.802,9075;-31.964,1848
78,45;11;1579,5;268,0000;6.234,0000;1.766.355,4751;-657.121,7408;-543.565,7483;222,06;1.729.953,9082;-559.355,2945;1.844.587,8104;-972.388,1038;-972.627,4592;130.272,4836;2.466.517,3781;1.115.931,9670;1.465.743,9404;1.084.932,9393;0,49;0,23;249.577,7744;1.088.083,7130;559.300,1637;2.264.809,4921;-370.239,6386;1.661.031,9979;118,47;2.339.584,7172;-203.286,6412;2.436.931,2050;1.298.424,1429;-573.112,6845;-882.007,0196;143,70;220,41;603.626,3992;-653.150,5241;1.334.828,0335;-956.567,6736
78,5;11;1580,5;93,0000;6.503,0000;215.818,2130;1.202.992,0124;2.497.731,4751;194,40;385.862,4485;1.607.982,1655;802.528,9610;-908.580,8071;2.677,4564;2.164.521,2151;-162.131,1592;552.405,9797;1.534.292,5364;607.872,0753;0,11;0,71;2.258.136,0601;2.073.051,0239;1.431.829,1407;1.148.269,5695;944.930,5219;1.681.650,9804;202,06;548.249,7296;2.403.348,0103;1.208.540,3514;2.239.099,6435;1.827.161,1548;174.547,8109;188,70;91,01;558.733,0489;810.216,1024;1.143.167,8068;-842.902,0576
78,55;11;1581,5;342,0000;7.378,0000;2.371.662,0021;365.285,2227;-860.286,3937;99,58;913.135,1414;794.774,5427;494.217,3790;2.276.227,5139;2.022.879,0872;-46.207,6168;230.219,1173;2.265.688,6200;1.841.042,3201;1.148.938,8027;0,82;0,66;359.910,1628;944.278,5993;21.018,5039;-771.166,3633;-667.417,7851;1.115.671,4510;175,12;-114.975,8695;763.297,0925;578.803,3080;1.496.317,0846;1.690.328,0588;-823.561,0941;168,27;285,63;2.080.006,2835;-3.196,9325;575.049,4410;822.639,0708
78,6;11;1582,5;135,0000;2.239,0000;2.034.200,5955;-270.316,2324;983.756,8131;207,34;2.023.487,4363;-654.235,8987;2.488.645,5232;1.367.034,9330;451.176,7916;-227.865,0731;-807.283,0256;-576.532,4114;1.122.376,6464;711.336,4725;0,90;0,11;-332.823,4464;81.041,8285;424.605,5612;-951.485,2566;1.907.780,5814;1.101.017,6514;56,13;2.491.545,9816;216.781,0770;131.329,6120;-168.454,6606;-532.147,7690;1.504.965,0333;318,24;304,87;2.113.979,2731;-600.163,5314;427.447,2832;1.206.320,8937
78,65;11;1583,5;183,0000;3.548,0000;1.898.246,3308;2.415.894,4340;1.402.608,1156;44,15;-162.633,9671;95.550,4406;-160.697,7566;2.207.456,4751;2.408.027,1799;803.868,7825;448.124,0282;2.430.254,5107;1.061.986,5512;943.887,7654;0,75;0,84;1.376.535,9022;1.134.760,6960;-115.929,0608;174.589,4068;2.286.263,2396;-471.546,0678;168,78;2.306.649,6005;1.476.552,8955;374.145,8596;28.856,2619;2.348.246,1309;370.322,1605;259,39;67,72;1.663.551,0116;752.470,4307;1.237.079,2841;-884.514,9232
78,7;11;1584,5;209,0000;7.215,0000;1.619.013,4403;1.635.012,8756;892.923,4036;339,96;-8.598,9051;720.759,9138;1.777.926,3692;2.180.311,6900;1.089.317,2735;-972.169,8972;1.816.254,2226;-503.277,7110;2.203.127,2501;6.235,2720;0,88;0,63;476.901,2178;-63.801,9438;1.577.460,1329;-497.066,3711;1.138.761,5165;2.009.235,1747;197,23;236.327,7682;1.136.872,1404;2.408.336,0196;1.865.916,9349;-152.033,0571;2.127.044,5656;140,59;322,60;766.573,6202;709.746,3895;1.941.799,0070;126.794,5553
78,75;11;1585,5;94,0000;4.971,0000;-81.289,4586;-273.870,3864;-380.100,2059;42,49;1.520.733,0225;-464.720,1958;1.523.975,4547;-23.722,5240;-869.410,2610;303.991,0382;-167.885,5130;1.048.033,6587;-515.036,2882;135.398,2373;0,86;0,90;1.295.411,4656;25.372,9727;1.448.464,4141;1.745.927,7803;-617.658,0701;-128.916,8969;223,23;-946.197,1981;734.524,8809;1.147.855,9819;-301.895,0517;356.841,1226;-333.794,3643;197,74;296,50;2.188.496,3206;-247.731,1000;338.814,4779;1.647.981,9847
78,8;11;1586,5;153,0000;2.514,0000;1.011.674,4791;268.031,8922;1.880.342,4923;139,71;1.690.413,8639;130.805,4533;-296.029,3259;2.301.684,5014;699.015,8422;-511.189,2064;-908.320,9352;568.508,6781;2.032.331,7081;1.213.030,5980;0,37;0,53;104.837,4226;472.896,5695;2.120.313,5604;2.361.076,9329;1.381.300,2416;-315.965,3024;116,90;1.678.080,7857;2.157.367,1699;710.014,4068;154.325,3437;-242.747,4465;2.214.495,9932;78,27;112,37;-570.311,8875;124.226,7830;-745.010,7425;803.628,4004
78,85;11;1587,5;277,0000;4.382,0000;455.173,8900;2.370.148,7170;-788.537,5272;161,75;2.152.569,5862;2.081.715,6212;1.475.880,4230;102.227,5457;-543.667,5797;-964.602,9986;701.194,0322;1.186.828,4771;-102.303,3721;2.214.948,7398;0,64;0,94;2.271.132,9418;2.002.978,8361;1.729.720,5634;1.768.779,7463;-414.384,9981;1.022.092,0140;29,35;-616.456,2148;1.077.818,5059;1.301.287,3961;-175.422,0219;-686.022,7775;1.193.186,3156;54,48;194,71;2.158.570,4986;2.283.488,9323;215.135,8011;2.113.020,1103
78,9;11;1588,5;297,0000;6.234,0000;-791.386,2140;492.023,6227;947.536,6267;175,73;-645.966,4831;-271.570,4487;-636.230,0253;1.953.284,4354;428.123,1819;1.668.530,8221;2.395.774,1259;809.459,3999;1.291.774,4025;1.020.245,3612;0,30;0,27;563.206,5524;1.621.395,7702;2.137.928,8313;1.251.155,0316;2.054.383,8418;1.179.663,2870;66,02;-309.720,9924;-505.710,7661;-409.335,7185;-150.842,2424;-750.804,2586;2.499.769,9660;217,57;224,90;-260.254,6050;2.298.016,2715;446.036,1710;-140.400,9499
78,95;11;1589,5;225,0000;6.248,0000;-281.612,8028;-318.322,1390;-66.813,1281;9,42;1.797.875,8588;-991.406,9705;2.165.834,6298;-560.421,1836;-564.792,3681;-664.642,4255;2.092.914,3859;-601.808,1757;59.895,1935;-448.922,7481;0,67;0,08;1.831.290,5970;1.124.325,9507;487.523,5345;1.648.533,1333;1.501.686,7475;1.359.414,5099;231,01;1.088.189,1977;-566.183,4958;-872.530,8111;1.556.331,0286;2.225.720,1991;1.216.124,3731;121,89;63,79;-321.262,1406;-720.913,5527;1.154.935,5655;483.440,9342
79;11;1590,5;136,0000;6.635,0000;-321.159,0456;971.006,3217;1.599.474,2107;117,44;-355.991,4330;917.682,0958;1.576.538,2405;436.482,2083;2.089.428,8798;1.048.386,6220;1.656.184,6583;2.076.213,2831;638.962,2394;-821.601,1530;0,54;0,59;-805.988,2315;1.388.125,6353;1.417.768,4907;1.496.378,6610;-812.629,6918;669.546,6292;23,81;1.139.214,1864;1.572.262,0452;2.479.096,2147;1.871.862,7621;-120.559,3536;1.770.407,4420;136,65;22,02;1.039.974,8457;1.200.015,6971;992.724,7970;2.010.422,3088
79,05;11;1591,5;286,0000;4.457,0000;322.035,2191;1.578.823,1862;1.751.898,2244;120,80;1.284.214,6393;818.015,1268;1.308.000,4763;-899.881,5051;-837.664,3581;2.494.893,0139;1.557.143,6312;1.405.561,0417;1.303.272,7327;-749.990,5219;0,11;0,73;635.028,2146;155.380,9015;669.958,6471;2.384.603,4965;597.521,3669;2.325.656,6711;155,81;-479.688,0210;2.191.268,5030;-732.300,3171;325.239,4256;1.902.757,5086;2.080.151,4988;340,14;356,68;907.584,4275;-948.084,0546;181.520,1433;306.327,7437
79,1;11;1592,5;248,0000;5.609,0000;2.335.739,2166;794.783,9025;1.986.350,0207;338,55;-614.207,7755;1.458.585,7762;466.068,9275;375.207,7196;1.102.518,6159;1.792.624,5717;1.314.636,0563;2.303.987,6363;2.447.559,1957;-592.479,7706;0,79;0,40;-857.661,9198;525.378,6201;952.763,0484;-360.134,1644;858.797,6575;-52.156,0905;329,02;1.128.288,4398;-360.720,4138;1.855.854,1162;1.627.085,1435;978.489,9732;1.570.285,9390;149,05;344,97;-469.185,5624;1.286.017,2133;-41.364,9825;689.241,2516
79,15;11;1593,5;62,0000;4.261,0000;158.378,3633;1.202.897,2916;-173.356,6128;5,82;1.069.540,1349;-163.365,7659;-770.835,2117;1.809.523,4249;129.814,4731;155.870,9832;1.202.664,7908;2.025.584,3036;313.218,7603;-769.069,7246;0,35;0,24;955.125,9263;1.995.975,6096;1.601.047,3746;2.354.657,5032;2.348.425,4054;-753.504,5508;333,42;1.965.459,1776;430.449,6725;690.680,2347;1.912.583,9984;-651.247,4987;2.257.297,0237;306,76;336,07;286.620,2647;555.564,4381;1.278.614,2627;26.352,0516
79,2;11;1594,5;293,0000;4.856,0000;-383.512,2546;-220.302,7697;995.137,4735;138,02;2.286.358,2594;2.091.029,9914;1.224.007,2663;-777.147,2347;633.519,9670;2.004.038,3276;2.123.663,4181;394.958,4701;658.311,7839;338.268,1708;0,58;0,07;1.261.393,5085;368.983,3487;193.894,0670;335.678,7852;-975.870,2966;-737.857,2577;343,72;1.005.608,2455;-745.876,6842;1.194.020,2734;-417.355,4914;-668.100,6064;-940.235,1306;274,27;315,57;477.910,9136;286.121,3336;772.185,9313;1.102.171,2518
79,25;11;1595,5;126,0000;2.632,0000;1.269.463,9580;88.812,6747;949.984,1936;126,11;16.600,1026;221.757,8906;1.651.259,1645;79.607,1629;2.291.754,2013;1.144.538,4814;468.283,3196;1.474.409,5484;-586.487,7969;-350.027,2563;0,95;0,54;-99.606,8711;1.601.821,4170;1.255.245,9174;-88.920,6707;416.166,4059;840.690,0014;182,56;66.135,5247;1.955.379,8980;-123.524,4745;2.474.838,0152;2.162.539,9952;-865.225,0305;115,45;264,89;733.749,6886;352.744,6208;-294.739,7854;2.491.832,2392
79,3;11;1596,5;257,0000;1.559,0000;377.430,5959;-131.040,7367;2.189.652,9847;44,09;2.012.860,4212;1.125.159,5419;866.071,5350;1.462.409,1501;1.587.520,0455;1.575.219,9938;1.823.060,2507;-721.803,0843;2.281.408,0490;-581.045,1328;0,77;0,71;216.178,7304;1.143.720,3802;-166.511,5999;-601.776,3661;-344.126,9416;7.294,6308;77,85;1.193.559,5245;1.263.140,3661;1.242.397,7698;1.919.006,6854;1.955.423,1795;652.906,1071;61,32;293,28;1.356.375,0625;891.641,6437;-991.631,5311;1.739.634,2402
79,35;11;1597,5;216,0000;5.989,0000;1.722.438,2315;-661.151,3493;373.216,0193;104,88;168.145,9487;1.523.468,6158;1.905.076,7757;842.005,6922;2.356.933,9648;-980.765,5937;897.148,6825;1.355.520,1875;592.531,2706;2.093.978,7526;0,64;0,96;177.478,6715;1.549.068,5071;-247.043,7454;339.685,8729;1.771.332,3239;2.335.529,8752;249,23;751.779,8288;1.946.033,1334;1.391.049,7932;-17.716,6928;1.751.688,6563;600.604,7198;174,14;141,67;2.453.664,8986;1.471.232,2362;876.708,7087;2.445.265,0120
79,4;11;1598,5;226,0000;1.577,0000;1.165.403,8029;-695.021,3808;2.085.429,9302;214,94;1.723.643,2651;2.402.344,4860;144.525,4648;1.952.677,5637;239.413,0475;2.181.793,2510;-926.254,8443;-586.654,3222;-606.564,4279;-986.957,0468;0,21;1,00;2.086.902,3450;1.830.838,1292;1.370.397,0272;1.193.005,2158;385.452,0061;-386.601,2317;51,12;-169.894,0714;1.173.963,2809;477.140,5603;1.310.928,9715;671.067,3358;-698.087,0530;87,86;94,60;1.594.746,4427;2.043.517,5900;1.105.315,3577;285.504,8043
79,45;11;1599,5;140,0000;7.433,0000;662.666,0538;9.828,7742;1.926.608,1438;196,71;1.199.885,9621;-319.084,1909;1.887.804,8854;-810.519,4100;29.607,7621;245.905,3912;1.651.893,6853;-205.571,6364;1.213.289,0470;1.926.214,1887;0,78;0,31;998.899,3488;719.995,0580;1.462.497,8918;-785.525,7128;2.336.948,6023;234.404,1886;179,09;1.264.745,8925;207.269,5566;271.851,6539;-708.673,9286;1.231.710,7225;951.457,6527;272,33;296,92;1.917.747,4120;695.172,7229;1.168.815,4010;-746.547,2842
79,5;11;1600,5;25,0000;2.037,0000;237.210,1198;2.279.518,5260;1.673.753,2909;285,89;1.457.026,7423;1.669.835,7187;-290.549,9632;-63.757,8421;1.995.419,9282;1.874.937,4628;1.876.044,8492;-802.187,0096;1.710.102,7647;-267.100,0498;0,74;0,63;-687.944,8518;-990.053,2687;2.391.156,7806;-433.556,4293;1.207.806,9794;810.772,1679;186,87;-944.857,1398;-810.449,3451;-438.358,5513;467.265,3662;120.418,6654;-904.279,7901;210,53;11,43;-268.683,4466;720.202,2153;-806.590,1855;27.931,0532
79,55;11;1601,5;230,0000;2.685,0000;-539.033,6838;1.489.024,7905;631.645,5792;304,31;1.572.003,5129;837.642,7885;1.038.445,2151;2.032.750,9241;438.599,7149;906.198,7563;1.662.804,5360;-253.363,8848;1.476.397,9806;525.436,0382;0,63;0,97;-239.946,0353;1.774.732,5505;57.425,7524;-635.110,5029;-429.134,6615;-501.474,1211;279,56;-113.080,1453;258.800,4859;386.507,5619;-33.035,3220;2.494.829,9812;1.599.306,7828;266,18;115,32;2.405.548,1842;2.432.276,2929;-473.916,3205;485.922,5323
79,6;11;1602,5;350,0000;4.339,0000;-92.106,3887;374.551,2599;2.326.228,7160;5,36;502.485,6680;1.379.539,6057;50.270,8791;2.244.178,1091;1.627.114,2024;1.642.252,6364;967.678,3827;-861.702,2468;-742.507,4513;502.847,2574;0,44;0,55;1.147.427,6335;39.790,9662;1.787.459,8781;1.052.574,7582;-305.657,3222;368.871,6556;230,06;1.066.794,3757;-283.084,8231;-154.429,4469;-884.260,3277;336.939,8923;124.318,3120;245,16;115,98;1.759.944,9246;1.319.990,0078;88.008,5797;-972.564,7243
79,65;11;1603,5;49,0000;2.288,0000;947.027,4004;439.511,8287;523.937,6597;53,74;1.821.548,9373;-424.892,3153;-746.255,0636;-760.332,8688;2.149.566,3625;-676.593,0140;1.115.570,1914;-596.171,5826;2.025.500,4125;1.619.119,7772;0,45;0,64;-101.458,8963;1.874.993,7739;2.300.189,1436;684.029,1289;2.096.754,1648;1.310.124,2234;192,82;2.209.047,6483;66.512,7881;37.158,9997;-441.559,8434;1.455.397,0871;-746.359,9435;51,36;184,17;389.460,3393;2.186.875,5103;1.999.405,5794;54.374,2344
79,7;11;1604,5;89,0000;2.557,0000;397.434,2356;1.299.811,0663;1.633.546,8957;144,45;1.640.268,8680;814.497,2757;1.056.027,6795;1.191.810,1680;315.944,2092;1.475.542,6149;511.636,0647;1.650.351,6021;239.442,8890;145.485,3664;0,01;0,52;1.060.093,6472;1.013.699,3800;-486.505,1506;154.169,9377;-685.998,9531;975.206,9867;52,20;1.032.173,0635;2.419.749,5736;1.720.837,7400;-749.914,1972;367.864,0847;1.157.111,3894;96,36;58,37;544.271,9227;1.077.770,8402;1.227.881,6454;-528.048,5615
79,75;11;1605,5;47,0000;1.570,0000;-857.365,4325;-361.546,1116;626.836,9702;111,57;-824.405,7359;-296.356,7218;-332.445,5386;459.239,4745;1.044.166,0031;-187.068,1635;-862.148,6918;1.455.592,1404;2.040.567,7399;657.956,2921;0,12;0,56;2.143.873,3833;1.032.306,1376;2.390.497,3556;842.121,8222;1.091.622,6649;-448.031,2765;305,21;1.601.831,3778;-15.232,0726;-94.392,1927;838.527,5911;2.219.120,7291;-809.751,6861;292,91;281,33;1.263.093,7620;1.816.286,7125;-804.795,2826;1.735.119,3384
79,8;11;1606,5;112,0000;3.026,0000;533.706,8719;-603.893,5968;400.115,1020;308,05;-618.297,2464;-91.877,0969;-829.327,0185;988.706,0118;595.029,7989;330.982,2796;907.703,8500;1.258.128,7266;849.659,1170;-203.999,4468;0,13;0,83;2.302.916,0381;1.852.963,4384;1.072.347,6344;649.532,5287;1.028.007,6089;1.954.850,2174;264,12;-659.415,9025;-465.868,0047;-568.277,6291;-176.295,7884;2.367.882,6394;1.095.836,4567;284,21;37,44;-107.197,4356;-658.001,2205;2.070.848,9089;1.802.051,8161
79,85;11;1607,5;312,0000;6.956,0000;1.074.638,2343;1.949.423,1976;1.797.427,7563;351,97;937.107,4938;1.584.415,4781;1.192.467,4128;2.220.655,5083;867.700,4540;2.402.545,2990;-347.641,0456;2.097.149,1099;595.933,4969;-727.943,8400;0,28;0,98;2.484.313,5711;-220.903,8570;2.138.329,0577;1.147.319,2150;-421.074,8288;-230.028,5975;196,97;-944.253,1687;1.776.534,9276;2.075.206,8443;253.317,0661;782.681,7857;2.021.715,2300;290,75;145,00;-652.960,8523;1.107.480,8193;1.593.906,5212;1.613.670,2991
79,9;11;1608,5;175,0000;2.813,0000;-338.404,0011;-196.799,7747;2.278.725,1576;49,81;1.838.148,9101;-114.676,8031;106.988,7101;-689.552,6452;507.211,1156;1.028.658,2461;2.143.521,2850;2.414.574,6396;1.849.020,5883;-388.224,5276;0,42;0,36;-652.290,3833;1.508.087,4028;-135.136,4534;-804.856,8703;204.097,3757;-809.978,8132;302,83;-890.862,1609;1.359.395,8779;404.390,3734;1.413.107,2447;1.901.816,9517;223.361,7380;46,80;176,51;-241.104,0196;1.177.837,9147;1.337.138,7497;2.230.942,9253
79,95;11;1609,5;225,0000;4.901,0000;-845.913,0036;331.804,7037;-29.027,2285;325,37;-473.823,7194;1.787.051,1995;2.362.216,7134;115.027,8956;-869.428,5959;-155.309,9754;2.030.158,7491;-979.305,1500;1.821.123,7392;1.655.995,3195;0,30;0,02;22.869,5057;427.627,8562;1.476.929,5152;-327.545,2289;-153.375,5060;-762.035,7509;91,58;1.241.789,5427;2.004.060,7671;781.519,9091;371.505,0910;1.677.206,4020;190.081,9896;174,41;206,08;456.775,9889;1.429.395,4762;-612.695,9268;914.309,5803
80;11;1610,5;105,0000;862,0000;1.414.585,8452;706.386,0356;906.496,9412;202,13;2.292.406,3554;1.854.461,3375;-84.104,9018;-147.142,2681;386.237,3099;-13.009,0443;-56.413,2936;1.124.425,0861;1.738.675,7473;1.541.452,7670;0,82;0,38;1.431.333,7383;-391.658,1012;315.494,1134;-46.105,3875;607.874,0196;-512.860,4221;135,95;2.322.029,6213;-29.076,5563;105.692,5120;293.091,8750;978.451,8572;2.004.811,7661;242,87;163,80;539.034,6602;728.123,0472;596.454,7170;2.039.194,4088
80,05;12;1611,5;45,0000;1.873,0000;1.332.456,7545;1.608.411,8653;-119.152,1433;244,63;-374.575,6077;777.279,4448;867.624,8322;720.316,5043;-644.752,5241;1.298.000,2017;-488.881,2528;492.337,9114;-484.664,2668;-893.788,7120;0,16;0,89;574.740,7208;-969.651,1120;1.021.171,0708;734.368,1388;-832.867,4728;2.249.659,1877;29,61;-311,7711;1.293.817,3160;422.997,9098;135.684,9611;349.936,4151;1.527.561,1365;16,04;92,32;2.148.089,1975;-292.395,5101;2.400.726,3276;1.958.641,6703
80,1;12;1612,5;79,0000;4.710,0000;2.420.034,5541;1.168.152,5540;1.794.546,2713;137,34;678.554,7092;1.182.304,4894;572.674,5118;2.024.771,7029;1.302.198,1025;1.196.999,2111;385.157,7071;2.008.548,3723;-110.348,9549;1.730.630,9301;0,89;0,10;211.577,4284;499.533,1184;2.232.524,4164;1.647.106,1791;1.342.268,1444;1.832.426,7685;158,10;1.530.707,1539;813.650,6362;300.183,5760;-329.812,6527;999.366,7151;990.204,2524;315,37;110,40;1.305.311,6261;168.296,0704;-524.937,2072;2.238.282,4198
80,15;12;1613,5;267,0000;894,0000;-665.720,3787;1.746.454,9549;495.435,7401;130,52;-643.235,7404;-466.084,7340;-499.124,4269;699.458,4346;-401.945,4834;67.637,6381;1.611.450,8006;-739.702,2364;400.913,7070;566.976,0860;0,92;0,68;1.385.858,0590;892.584,1552;-580.650,2973;286.570,9695;-399.852,8458;-828.849,3820;68,16;49.181,7024;945.820,2619;1.553.279,9551;-324.955,9884;2.368.064,1620;894.369,4084;103,12;6,35;559.494,7582;-843.399,5437;-360.024,8376;-233.180,6602
80,2;12;1614,5;107,0000;4.646,0000;590.503,1970;821.393,8176;1.368.581,7628;235,54;463.294,9029;-980.499,0637;875.256,4528;2.452.709,5692;1.037.355,7189;1.910.429,5190;817.412,1670;1.176.938,9219;-590.260,4413;2.048.980,9380;0,69;0,78;-582.334,6699;2.247.657,4904;2.041.538,2028;-544.082,2225;-377.917,7619;537.009,1778;358,52;1.879.095,1988;313.582,2314;1.920.757,7008;2.124.957,7626;785.960,1627;855.486,1509;4,74;215,32;1.630.966,3238;-621.860,6588;488.062,4540;-109.444,9594
80,25;12;1615,5;113,0000;3.641,0000;-319.670,9430;665.442,0344;2.329.033,5879;298,47;-221.359,4102;933.757,6307;2.390.357,3839;2.146.190,2711;1.104.179,0167;-519.229,7838;916.169,2794;2.280.586,7507;70.413,3265;87.581,2960;0,80;0,96;1.902.629,0148;2.266.490,5919;772.012,2735;818.467,4490;151.443,6489;1.957.478,5528;349,22;1.251.416,8738;710.649,3568;1.844.166,2622;429.113,2848;257.131,1184;2.093.378,6680;230,90;298,94;1.129.817,3158;2.129.243,2650;785.359,1852;1.146.138,3091
